STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Total_threats,Total_fem,safety_index
KARNATAKA,TUMKUR,2009,19,6,13,85,0,79,0,202,30128640,6.70E-06
KARNATAKA,UDUPI,2009,5,3,0,26,1,22,0,57,30128640,1.89E-06
KARNATAKA,UTTAR KANNADA,2009,9,10,2,54,5,63,0,143,30128640,4.75E-06
KARNATAKA,TOTAL,2009,509,408,264,2186,64,3185,2,6618,30128640,0.000219658
KERALA,ALAPUZHA,2009,26,10,1,174,23,217,0,451,17378649,2.60E-05
KERALA,ERNAKULAM COMMR.,2009,20,5,1,49,14,95,0,184,17378649,1.06E-05
KERALA,ERNAKULAM RURAL,2009,26,10,0,130,24,161,0,351,17378649,2.02E-05
KERALA,IDUKKI,2009,23,1,1,130,20,199,0,374,17378649,2.15E-05
KERALA,KANNUR,2009,37,5,0,131,16,280,0,469,17378649,2.70E-05
KERALA,KASARGOD,2009,47,3,0,77,6,190,0,323,17378649,1.86E-05
KERALA,KOLLAM,2009,51,19,2,299,11,432,0,814,17378649,4.68E-05
KERALA,KOTTAYAM,2009,28,8,0,162,34,192,0,424,17378649,2.44E-05
KERALA,KOZHIKODE COMMR.,2009,18,3,2,66,40,167,0,296,17378649,1.70E-05
KERALA,KOZHIKODE RURAL,2009,33,22,1,137,14,267,0,474,17378649,2.73E-05
KERALA,MALAPPURAM,2009,35,10,0,141,33,545,0,764,17378649,4.40E-05
KERALA,PALAKKAD,2009,49,7,3,105,30,315,0,509,17378649,2.93E-05
KERALA,PATHANAMTHITTA,2009,24,10,0,156,19,120,0,329,17378649,1.89E-05
KERALA,RAILWAYS,2009,0,0,0,11,6,0,0,17,17378649,9.78E-07
KERALA,THRISSUR,2009,32,10,3,153,29,345,0,572,17378649,3.29E-05
KERALA,TRIVANDRUM COMMR.,2009,40,13,1,175,43,106,0,378,17378649,2.18E-05
KERALA,TRIVANDRUM RURAL,2009,57,32,3,382,18,279,0,771,17378649,4.44E-05
KERALA,WAYANADU,2009,22,5,2,62,15,97,0,203,17378649,1.17E-05
KERALA,TOTAL,2009,568,173,20,2540,395,4007,0,7703,17378649,0.000443245
MADHYA PRADESH,ALIRAJPUR,2009,31,10,1,22,0,1,0,65,35014503,1.86E-06
MADHYA PRADESH,ANUPPUR,2009,35,6,8,65,2,50,0,166,35014503,4.74E-06
MADHYA PRADESH,ASHOK NAGAR,2009,38,5,6,79,3,45,0,176,35014503,5.03E-06
MADHYA PRADESH,BALAGHAT,2009,62,8,7,96,4,37,0,214,35014503,6.11E-06
MADHYA PRADESH,BARWANI,2009,31,5,3,53,7,11,0,110,35014503,3.14E-06
MADHYA PRADESH,BETUL,2009,130,30,18,155,15,71,0,419,35014503,1.20E-05
MADHYA PRADESH,BHIND,2009,23,24,38,57,13,67,0,222,35014503,6.34E-06
MADHYA PRADESH,BHOPAL,2009,152,58,46,244,34,231,0,765,35014503,2.18E-05
MADHYA PRADESH,BHOPAL RLY.,2009,3,1,2,12,2,0,0,20,35014503,5.71E-07
MADHYA PRADESH,BURHANPUR,2009,14,3,12,47,5,21,0,102,35014503,2.91E-06
MADHYA PRADESH,CHHATARPUR,2009,64,15,17,178,6,85,0,365,35014503,1.04E-05
MADHYA PRADESH,CHHINDWARA,2009,138,27,18,252,36,160,0,631,35014503,1.80E-05
MADHYA PRADESH,DAMOH,2009,39,17,23,147,0,70,0,296,35014503,8.45E-06
MADHYA PRADESH,DATIYA,2009,20,17,13,69,0,32,0,151,35014503,4.31E-06
MADHYA PRADESH,DEWAS,2009,59,9,7,154,20,142,0,391,35014503,1.12E-05
MADHYA PRADESH,DHAR,2009,99,32,41,167,18,87,0,444,35014503,1.27E-05
MADHYA PRADESH,DINDORI,2009,35,1,4,48,5,38,0,131,35014503,3.74E-06
MADHYA PRADESH,GUNA,2009,54,8,11,124,14,38,0,249,35014503,7.11E-06
MADHYA PRADESH,GWALIOR,2009,73,67,23,183,20,209,0,575,35014503,1.64E-05
MADHYA PRADESH,HARDA,2009,19,4,3,36,7,5,0,74,35014503,2.11E-06
MADHYA PRADESH,HOSHANGABAD,2009,59,23,10,114,21,101,0,328,35014503,9.37E-06
MADHYA PRADESH,INDORE,2009,82,29,44,419,91,484,0,1149,35014503,3.28E-05
MADHYA PRADESH,INDORE RLY.,2009,0,1,0,1,1,0,0,3,35014503,8.57E-08
MADHYA PRADESH,JABALPUR,2009,129,33,26,221,63,186,0,658,35014503,1.88E-05
MADHYA PRADESH,JABALPUR RLY.,2009,1,1,0,6,2,1,0,11,35014503,3.14E-07
MADHYA PRADESH,JHABUA,2009,30,18,5,42,0,9,0,104,35014503,2.97E-06
MADHYA PRADESH,KATNI,2009,48,10,21,117,17,87,0,300,35014503,8.57E-06
MADHYA PRADESH,KHANDWA,2009,70,12,6,149,19,37,0,293,35014503,8.37E-06
MADHYA PRADESH,KHARGON,2009,45,5,27,142,9,29,0,257,35014503,7.34E-06
MADHYA PRADESH,MANDLA,2009,43,9,4,58,12,19,0,145,35014503,4.14E-06
MADHYA PRADESH,MANDSAUR,2009,46,17,4,124,17,93,0,301,35014503,8.60E-06
MADHYA PRADESH,MORENA,2009,31,29,37,83,5,66,0,251,35014503,7.17E-06
MADHYA PRADESH,NARSINGHPUR,2009,52,4,26,101,23,42,0,248,35014503,7.08E-06
MADHYA PRADESH,NEEMUCH,2009,34,10,1,52,6,34,0,137,35014503,3.91E-06
MADHYA PRADESH,PANNA,2009,31,4,22,76,0,32,0,165,35014503,4.71E-06
MADHYA PRADESH,RAISEN,2009,93,8,19,165,16,66,0,367,35014503,1.05E-05
MADHYA PRADESH,RAJGARH,2009,68,27,9,153,25,76,0,358,35014503,1.02E-05
MADHYA PRADESH,RATLAM,2009,67,18,6,111,21,73,0,296,35014503,8.45E-06
MADHYA PRADESH,REWA,2009,73,25,44,119,2,80,1,344,35014503,9.82E-06
MADHYA PRADESH,SAGAR,2009,127,40,46,361,5,168,0,747,35014503,2.13E-05
MADHYA PRADESH,SATNA,2009,145,18,40,194,11,119,0,527,35014503,1.51E-05
MADHYA PRADESH,SEONI,2009,61,8,15,85,14,26,0,209,35014503,5.97E-06
MADHYA PRADESH,SHAHDOL,2009,42,8,11,113,5,73,0,252,35014503,7.20E-06
MADHYA PRADESH,SHAJAPUR,2009,79,13,8,138,22,71,0,331,35014503,9.45E-06
MADHYA PRADESH,SHEOPUR,2009,14,3,5,18,0,26,0,66,35014503,1.88E-06
MADHYA PRADESH,SHIVPURI,2009,55,20,16,124,8,43,0,266,35014503,7.60E-06
MADHYA PRADESH,SIDHI,2009,24,13,20,80,6,36,0,179,35014503,5.11E-06
MADHYA PRADESH,SIHORE,2009,63,23,9,88,16,47,0,246,35014503,7.03E-06
MADHYA PRADESH,SINGRAULI,2009,45,14,16,92,2,72,0,241,35014503,6.88E-06
MADHYA PRADESH,TIKAMGARH,2009,67,12,18,136,3,52,0,288,35014503,8.23E-06
MADHYA PRADESH,UJJAIN,2009,46,23,20,167,45,210,0,511,35014503,1.46E-05
MADHYA PRADESH,UMARIYA,2009,29,3,3,54,0,38,0,127,35014503,3.63E-06
MADHYA PRADESH,VIDISHA,2009,80,13,19,216,30,87,0,445,35014503,1.27E-05
MADHYA PRADESH,TOTAL,2009,2998,841,858,6307,728,3983,1,15716,35014503,0.000448843
MAHARASHTRA,AHMEDNAGAR,2009,55,25,0,106,0,557,0,743,54131277,1.37E-05
MAHARASHTRA,AKOLA,2009,21,26,10,97,63,131,0,348,54131277,6.43E-06
MAHARASHTRA,AMRAVATI COMMR.,2009,17,20,0,28,27,99,0,191,54131277,3.53E-06
MAHARASHTRA,AMRAVATI RURAL,2009,49,27,1,121,34,149,0,381,54131277,7.04E-06
MAHARASHTRA,AURANGABAD COMMR.,2009,22,17,5,61,21,159,0,285,54131277,5.26E-06
MAHARASHTRA,AURANGABAD RURAL,2009,14,4,28,49,4,248,0,347,54131277,6.41E-06
MAHARASHTRA,BEED,2009,26,20,16,79,10,389,0,540,54131277,9.98E-06
MAHARASHTRA,BHANDARA,2009,17,12,4,31,13,68,0,145,54131277,2.68E-06
MAHARASHTRA,BULDHANA,2009,27,23,27,128,55,221,0,481,54131277,8.89E-06
MAHARASHTRA,CHANDRAPUR,2009,44,17,9,132,171,158,0,531,54131277,9.81E-06
MAHARASHTRA,DHULE,2009,12,9,7,34,8,281,0,351,54131277,6.48E-06
MAHARASHTRA,GADCHIROLI,2009,12,13,1,23,6,27,0,82,54131277,1.51E-06
MAHARASHTRA,GONDIA,2009,33,17,3,67,21,48,0,189,54131277,3.49E-06
MAHARASHTRA,HINGOLI,2009,10,12,3,27,8,106,0,166,54131277,3.07E-06
MAHARASHTRA,JALGAON,2009,30,25,10,109,39,423,0,636,54131277,1.17E-05
MAHARASHTRA,JALNA,2009,22,17,25,54,14,346,0,478,54131277,8.83E-06
MAHARASHTRA,KOLHAPUR,2009,35,18,18,61,15,130,0,277,54131277,5.12E-06
MAHARASHTRA,LATUR,2009,33,28,15,49,0,159,0,284,54131277,5.25E-06
MAHARASHTRA,MUMBAI COMMR.,2009,182,86,15,400,101,434,0,1218,54131277,2.25E-05
MAHARASHTRA,MUMBAI RLY.,2009,4,0,0,12,4,0,0,20,54131277,3.69E-07
MAHARASHTRA,NAGPUR COMMR.,2009,45,52,7,60,39,232,0,435,54131277,8.04E-06
MAHARASHTRA,NAGPUR RLY.,2009,1,1,0,7,2,0,0,11,54131277,2.03E-07
MAHARASHTRA,NAGPUR RURAL,2009,33,13,6,71,22,84,0,229,54131277,4.23E-06
MAHARASHTRA,NANDED,2009,34,29,30,62,3,346,0,504,54131277,9.31E-06
MAHARASHTRA,NANDURBAR,2009,23,13,1,33,11,75,0,156,54131277,2.88E-06
MAHARASHTRA,NASIK COMMR.,2009,24,16,5,49,20,131,0,245,54131277,4.53E-06
MAHARASHTRA,NASIK RURAL,2009,46,20,9,64,31,290,0,460,54131277,8.50E-06
MAHARASHTRA,NAVI MUMBAI,2009,19,10,6,36,34,84,0,189,54131277,3.49E-06
MAHARASHTRA,OSMANABAD,2009,20,16,3,64,9,153,0,265,54131277,4.90E-06
MAHARASHTRA,PARBHANI,2009,30,14,7,49,7,219,0,326,54131277,6.02E-06
MAHARASHTRA,PUNE COMMR.,2009,67,84,7,100,72,235,0,565,54131277,1.04E-05
MAHARASHTRA,PUNE RLY.,2009,1,1,0,0,0,0,0,2,54131277,3.69E-08
MAHARASHTRA,PUNE RURAL,2009,72,38,9,133,15,218,0,485,54131277,8.96E-06
MAHARASHTRA,RAIGAD,2009,21,3,4,26,19,30,0,103,54131277,1.90E-06
MAHARASHTRA,RATNAGIRI,2009,14,8,0,36,20,51,0,129,54131277,2.38E-06
MAHARASHTRA,SANGLI,2009,37,9,12,45,10,66,0,179,54131277,3.31E-06
MAHARASHTRA,SATARA,2009,26,18,4,57,7,131,0,243,54131277,4.49E-06
MAHARASHTRA,SINDHUDURG,2009,8,3,1,12,6,11,0,41,54131277,7.57E-07
MAHARASHTRA,SOLAPUR COMMR.,2009,22,6,0,10,5,68,0,111,54131277,2.05E-06
MAHARASHTRA,SOLAPUR RURAL,2009,50,29,5,96,0,210,0,390,54131277,7.20E-06
MAHARASHTRA,THANE COMMR.,2009,66,55,12,148,52,387,0,720,54131277,1.33E-05
MAHARASHTRA,THANE RURAL,2009,53,20,1,97,30,106,0,307,54131277,5.67E-06
MAHARASHTRA,WARDHA,2009,41,15,1,84,32,100,0,273,54131277,5.04E-06
MAHARASHTRA,WASHIM,2009,25,12,5,61,16,109,0,228,54131277,4.21E-06
MAHARASHTRA,YAVATMAL,2009,40,25,9,128,23,212,0,437,54131277,8.07E-06
MAHARASHTRA,TOTAL,2009,1483,926,341,3196,1099,7681,0,14726,54131277,0.000272042
MANIPUR,BISHNUPUR,2009,2,5,0,10,0,0,0,17,1280219,1.33E-05
MANIPUR,CHANDEL,2009,0,0,0,0,0,0,0,0,1280219,0
MANIPUR,CHURACHANDPUR,2009,3,3,0,1,0,0,0,7,1280219,5.47E-06
MANIPUR,CID,2009,0,0,0,0,0,0,0,0,1280219,0
MANIPUR,IMPHAL EAST,2009,7,36,0,12,0,4,0,59,1280219,4.61E-05
MANIPUR,IMPHAL WEST,2009,8,30,0,9,1,9,0,57,1280219,4.45E-05
MANIPUR,SENAPATI,2009,1,0,0,1,0,0,0,2,1280219,1.56E-06
MANIPUR,TAMENGLONG,2009,0,0,0,0,0,0,0,0,1280219,0
MANIPUR,THOUBAL,2009,9,23,0,6,1,12,0,51,1280219,3.98E-05
MANIPUR,UKHRUL,2009,1,0,0,0,0,0,0,1,1280219,7.81E-07
MANIPUR,TOTAL,2009,31,97,0,39,2,25,0,194,1280219,0.000151537
MEGHALAYA,GARO HILLS EAST,2009,3,1,0,6,1,0,0,11,1475057,7.46E-06
MEGHALAYA,GARO HILLS SOUTH,2009,0,0,0,2,0,1,0,3,1475057,2.03E-06
MEGHALAYA,GARO HILLS WEST,2009,8,13,0,22,0,13,0,56,1475057,3.80E-05
MEGHALAYA,JAINTIA HILLS,2009,24,1,0,8,0,0,0,33,1475057,2.24E-05
MEGHALAYA,KHASI HILLS EAST,2009,34,7,0,26,0,9,0,76,1475057,5.15E-05
MEGHALAYA,KHASI HILLS WEST,2009,20,0,0,4,0,0,0,24,1475057,1.63E-05
MEGHALAYA,RI-BHOI,2009,23,4,0,4,0,1,1,33,1475057,2.24E-05
MEGHALAYA,TOTAL,2009,112,26,0,72,1,24,1,236,1475057,0.000159994
MIZORAM,AIZAWL,2009,27,0,0,29,0,4,0,60,541867,0.000110728
MIZORAM,CHAMPHAI,2009,15,0,0,4,0,0,0,19,541867,3.51E-05
MIZORAM,KOLASIB,2009,7,0,0,9,0,0,0,16,541867,2.95E-05
MIZORAM,LAWNGTLAI,2009,5,0,0,0,0,0,0,5,541867,9.23E-06
MIZORAM,LUNGLEI,2009,12,0,0,8,1,0,0,21,541867,3.88E-05
MIZORAM,MAMIT,2009,9,0,0,4,0,0,0,13,541867,2.40E-05
MIZORAM,SAIHA,2009,3,0,0,0,0,0,0,3,541867,5.54E-06
MIZORAM,SERCHHIP,2009,5,0,0,7,0,0,0,12,541867,2.21E-05
MIZORAM,TOTAL,2009,83,0,0,61,1,4,0,149,541867,0.000274975
NAGALAND,DIMAPUR,2009,7,4,0,7,0,0,0,18,953853,1.89E-05
NAGALAND,KIPHIRE,2009,0,0,0,0,0,0,0,0,953853,0
NAGALAND,KOHIMA,2009,6,4,0,0,0,0,0,10,953853,1.05E-05
NAGALAND,LONGLENG,2009,0,0,0,0,0,0,0,0,953853,0
NAGALAND,MOKOKCHUNG,2009,0,0,0,0,0,0,0,0,953853,0
NAGALAND,MON,2009,0,0,0,0,0,0,0,0,953853,0
NAGALAND,PEREN,2009,2,0,0,1,0,0,0,3,953853,3.15E-06
NAGALAND,PHEK,2009,0,0,0,1,0,0,0,1,953853,1.05E-06
NAGALAND,TUENSANG,2009,1,0,0,1,0,0,0,2,953853,2.10E-06
NAGALAND,WOKHA,2009,3,0,0,1,0,0,0,4,953853,4.19E-06
NAGALAND,ZUNHEBOTO,2009,3,2,0,0,0,0,0,5,953853,5.24E-06
NAGALAND,TOTAL,2009,22,10,0,11,0,0,0,43,953853,4.51E-05
ODISHA,ANGUL,2009,59,30,10,224,8,82,0,413,20762082,1.99E-05
ODISHA,BALASORE,2009,46,55,46,124,22,244,0,537,20762082,2.59E-05
ODISHA,BARAGARH,2009,25,10,7,86,10,36,0,174,20762082,8.38E-06
ODISHA,BERHAMPUR,2009,18,15,3,130,2,12,0,180,20762082,8.67E-06
ODISHA,BHADRAK,2009,46,39,23,108,9,134,0,359,20762082,1.73E-05
ODISHA,BOLANGIR,2009,46,25,5,147,10,97,0,330,20762082,1.59E-05
ODISHA,BOUDH,2009,7,1,4,27,0,6,0,45,20762082,2.17E-06
ODISHA,CUTTACK,2009,25,46,30,24,5,133,0,263,20762082,1.27E-05
ODISHA,DCP BBSR,2009,32,22,17,50,9,46,0,176,20762082,8.48E-06
ODISHA,DCP CTC,2009,14,20,8,31,2,78,0,153,20762082,7.37E-06
ODISHA,DEOGARH,2009,12,8,2,55,2,12,0,91,20762082,4.38E-06
ODISHA,DHENKANAL,2009,23,19,15,159,4,30,0,250,20762082,1.20E-05
ODISHA,GAJAPATI,2009,9,7,1,49,9,14,0,89,20762082,4.29E-06
ODISHA,GANJAM,2009,34,28,27,249,21,21,0,380,20762082,1.83E-05
ODISHA,JAGATSINGHPUR,2009,31,18,19,11,0,70,0,149,20762082,7.18E-06
ODISHA,JAJPUR,2009,32,51,30,86,6,110,0,315,20762082,1.52E-05
ODISHA,JHARSUGUDA,2009,7,6,5,41,4,25,0,88,20762082,4.24E-06
ODISHA,KALAHANDI,2009,30,24,7,75,8,53,0,197,20762082,9.49E-06
ODISHA,KANDHAMAL,2009,24,15,6,66,2,34,0,147,20762082,7.08E-06
ODISHA,KENDRAPARA,2009,28,35,11,5,1,17,0,97,20762082,4.67E-06
ODISHA,KEONJHAR,2009,53,33,20,195,16,45,0,362,20762082,1.74E-05
ODISHA,KHURDA,2009,27,35,11,13,3,133,1,223,20762082,1.07E-05
ODISHA,KORAPUT,2009,41,27,2,82,3,95,0,250,20762082,1.20E-05
ODISHA,MALKANGIR,2009,15,10,0,21,2,17,0,65,20762082,3.13E-06
ODISHA,MAYURBHANJ,2009,80,60,26,214,13,152,0,545,20762082,2.62E-05
ODISHA,NAYAGARH,2009,29,22,11,12,3,87,0,164,20762082,7.90E-06
ODISHA,NOWRANGPUR,2009,35,21,1,60,13,30,0,160,20762082,7.71E-06
ODISHA,NUAPADA,2009,17,10,1,53,3,14,0,98,20762082,4.72E-06
ODISHA,PURI,2009,29,38,20,22,2,71,0,182,20762082,8.77E-06
ODISHA,RAYAGADA,2009,36,16,3,55,2,35,0,147,20762082,7.08E-06
ODISHA,ROURKELA,2009,38,20,5,83,4,58,0,208,20762082,1.00E-05
ODISHA,SAMBALPUR,2009,35,12,0,38,6,28,0,119,20762082,5.73E-06
ODISHA,SONEPUR,2009,17,3,3,46,1,15,0,85,20762082,4.09E-06
ODISHA,SRP(CUTTACK),2009,2,3,1,7,0,0,0,13,20762082,6.26E-07
ODISHA,SRP(ROURKELA),2009,1,2,0,8,0,2,0,13,20762082,6.26E-07
ODISHA,SUNDARGARH,2009,20,13,4,41,5,11,0,94,20762082,4.53E-06
ODISHA,TOTAL,2009,1023,799,384,2697,210,2047,1,7161,20762082,0.000344908
PUNJAB,AMRITSAR,2009,15,37,7,15,6,85,0,165,13103873,1.26E-05
PUNJAB,AMRITSAR RURAL,2009,14,14,4,6,0,26,0,64,13103873,4.88E-06
PUNJAB,BARNALA,2009,13,5,1,6,0,7,0,32,13103873,2.44E-06
PUNJAB,BATALA,2009,21,10,4,11,0,40,0,86,13103873,6.56E-06
PUNJAB,BHATINDA,2009,32,29,5,16,1,43,0,126,13103873,9.62E-06
PUNJAB,FARIDKOT,2009,17,6,3,9,0,21,0,56,13103873,4.27E-06
PUNJAB,FATEHGARH SAHIB,2009,7,4,3,8,3,21,0,46,13103873,3.51E-06
PUNJAB,FEROZPUR,2009,43,31,6,13,0,32,0,125,13103873,9.54E-06
PUNJAB,G.R.P,2009,1,0,2,0,0,0,0,3,13103873,2.29E-07
PUNJAB,GURDASPUR,2009,14,26,2,12,0,40,0,94,13103873,7.17E-06
PUNJAB,HOSHIARPUR,2009,37,24,9,12,1,57,0,140,13103873,1.07E-05
PUNJAB,JALANDHAR,2009,35,71,13,61,0,140,0,320,13103873,2.44E-05
PUNJAB,KAPURTHALA,2009,21,14,3,5,0,23,0,66,13103873,5.04E-06
PUNJAB,KHANNA,2009,10,5,3,7,0,35,0,60,13103873,4.58E-06
PUNJAB,LUDHIANA,2009,39,70,10,31,9,92,0,251,13103873,1.92E-05
PUNJAB,LUDHIANA RURAL,2009,13,20,4,3,0,37,0,77,13103873,5.88E-06
PUNJAB,MANSA,2009,13,9,8,13,1,11,0,55,13103873,4.20E-06
PUNJAB,MOGA,2009,18,12,2,19,1,24,0,76,13103873,5.80E-06
PUNJAB,MUKTSAR,2009,20,8,2,2,0,14,0,46,13103873,3.51E-06
PUNJAB,PATIALA,2009,28,46,12,20,0,152,0,258,13103873,1.97E-05
PUNJAB,ROPAR,2009,13,14,3,9,3,20,0,62,13103873,4.73E-06
PUNJAB,SANGRUR,2009,25,12,9,6,2,60,0,114,13103873,8.70E-06
PUNJAB,SAS NGR,2009,23,27,6,15,5,32,0,108,13103873,8.24E-06
PUNJAB,SBS NAGAR,2009,12,6,2,4,0,43,0,67,13103873,5.11E-06
PUNJAB,TARN TARAN,2009,27,13,3,16,1,6,0,66,13103873,5.04E-06
PUNJAB,TOTAL,2009,511,513,126,319,33,1061,0,2563,13103873,0.000195591
RAJASTHAN,AJMER,2009,47,69,17,64,1,546,0,744,32997440,2.25E-05
RAJASTHAN,ALWAR,2009,101,128,35,139,0,516,0,919,32997440,2.79E-05
RAJASTHAN,BANSWARA,2009,40,49,3,43,0,143,0,278,32997440,8.42E-06
RAJASTHAN,BARAN,2009,55,84,9,130,1,289,0,568,32997440,1.72E-05
RAJASTHAN,BARMER,2009,31,29,14,96,0,150,0,320,32997440,9.70E-06
RAJASTHAN,BHARATPUR,2009,82,131,35,39,0,437,0,724,32997440,2.19E-05
RAJASTHAN,BHILWARA,2009,52,87,7,97,0,518,0,761,32997440,2.31E-05
RAJASTHAN,BIKANER,2009,37,36,11,83,0,353,0,520,32997440,1.58E-05
RAJASTHAN,BUNDI,2009,37,93,5,138,0,270,0,543,32997440,1.65E-05
RAJASTHAN,CHITTORGARH,2009,44,70,7,82,0,463,0,666,32997440,2.02E-05
RAJASTHAN,CHURU,2009,33,22,11,19,0,296,0,381,32997440,1.15E-05
RAJASTHAN,DAUSA,2009,13,62,14,19,0,144,0,252,32997440,7.64E-06
RAJASTHAN,DHOLPUR,2009,30,52,32,19,0,180,0,313,32997440,9.49E-06
RAJASTHAN,DUNGARPUR,2009,29,36,11,47,0,97,0,220,32997440,6.67E-06
RAJASTHAN,G.R.P.,2009,1,1,2,9,0,0,0,13,32997440,3.94E-07
RAJASTHAN,GANGANAGAR,2009,89,56,13,61,1,646,0,866,32997440,2.62E-05
RAJASTHAN,HANUMANGARH,2009,54,43,16,60,0,266,0,439,32997440,1.33E-05
RAJASTHAN,JAIPUR EAST,2009,29,55,6,53,0,179,0,322,32997440,9.76E-06
RAJASTHAN,JAIPUR NORTH,2009,23,72,9,31,0,202,0,337,32997440,1.02E-05
RAJASTHAN,JAIPUR RURAL,2009,49,85,14,94,3,256,0,501,32997440,1.52E-05
RAJASTHAN,JAIPUR SOUTH,2009,17,62,5,18,0,192,0,294,32997440,8.91E-06
RAJASTHAN,JAISALMER,2009,5,9,5,18,0,23,0,60,32997440,1.82E-06
RAJASTHAN,JALORE,2009,19,26,9,39,0,142,0,235,32997440,7.12E-06
RAJASTHAN,JHALAWAR,2009,55,45,7,215,3,379,0,704,32997440,2.13E-05
RAJASTHAN,JHUNJHUNU,2009,41,50,13,39,0,280,0,423,32997440,1.28E-05
RAJASTHAN,JODHPUR CITY,2009,15,55,9,40,1,242,0,362,32997440,1.10E-05
RAJASTHAN,JODHPUR RURAL,2009,27,29,19,43,0,97,0,215,32997440,6.52E-06
RAJASTHAN,KARAULI,2009,46,49,14,25,0,138,0,272,32997440,8.24E-06
RAJASTHAN,KOTA CITY,2009,23,76,7,51,0,376,0,533,32997440,1.62E-05
RAJASTHAN,KOTA RURAL,2009,29,32,4,99,3,230,0,397,32997440,1.20E-05
RAJASTHAN,NAGAUR,2009,53,76,6,117,0,302,0,554,32997440,1.68E-05
RAJASTHAN,PALI,2009,48,92,8,77,4,403,0,632,32997440,1.92E-05
RAJASTHAN,PRATAPGARH,2009,54,59,2,50,0,180,0,345,32997440,1.05E-05
RAJASTHAN,RAJSAMAND,2009,11,42,3,46,2,205,0,309,32997440,9.36E-06
RAJASTHAN,SAWAI MADHOPUR,2009,17,66,10,18,0,171,0,282,32997440,8.55E-06
RAJASTHAN,SIKAR,2009,36,59,21,18,0,323,0,457,32997440,1.38E-05
RAJASTHAN,SIROHI,2009,18,25,4,64,1,132,0,244,32997440,7.39E-06
RAJASTHAN,TONK,2009,20,42,4,26,0,252,0,344,32997440,1.04E-05
RAJASTHAN,UDAIPUR,2009,109,156,15,159,4,353,0,796,32997440,2.41E-05
RAJASTHAN,TOTAL,2009,1519,2310,436,2485,24,10371,0,17145,32997440,0.000519586
SIKKIM,EAST,2009,5,2,0,4,0,4,0,15,287507,5.22E-05
SIKKIM,NORTH,2009,0,0,0,0,0,0,0,0,287507,0
SIKKIM,SOUTH,2009,8,2,0,5,0,1,0,16,287507,5.57E-05
SIKKIM,WEST,2009,5,2,0,1,0,1,0,9,287507,3.13E-05
SIKKIM,TOTAL,2009,18,6,0,10,0,6,0,40,287507,0.000139127
TAMIL NADU,ARIYALUR,2009,21,15,3,39,1,7,0,86,36009055,2.39E-06
TAMIL NADU,CHENNAI,2009,39,37,19,42,10,154,0,301,36009055,8.36E-06
TAMIL NADU,CHENNAI RLY.,2009,0,0,2,5,1,0,0,8,36009055,2.22E-07
TAMIL NADU,CHENNAISUBURBAN,2009,46,18,20,51,65,59,0,259,36009055,7.19E-06
TAMIL NADU,COIMBATORE RURAL,2009,7,24,4,41,12,56,0,144,36009055,4.00E-06
TAMIL NADU,COIMBATORE URBAN,2009,9,9,4,21,3,48,0,94,36009055,2.61E-06
TAMIL NADU,CUDDALORE,2009,20,34,13,32,0,39,0,138,36009055,3.83E-06
TAMIL NADU,DHARMAPURI,2009,7,30,6,56,5,34,0,138,36009055,3.83E-06
TAMIL NADU,DINDIGUL,2009,10,61,1,34,1,87,0,194,36009055,5.39E-06
TAMIL NADU,ERODE,2009,16,37,1,31,9,12,0,106,36009055,2.94E-06
TAMIL NADU,KANCHIPURAM,2009,28,11,10,12,0,22,0,83,36009055,2.30E-06
TAMIL NADU,KANYAKUMARI,2009,11,31,9,23,45,65,0,184,36009055,5.11E-06
TAMIL NADU,KARUR,2009,7,10,2,13,7,14,0,53,36009055,1.47E-06
TAMIL NADU,KRISHNAGIRI,2009,15,31,1,31,3,24,0,105,36009055,2.92E-06
TAMIL NADU,MADURAI RURAL,2009,18,39,9,75,17,82,0,240,36009055,6.66E-06
TAMIL NADU,MADURAI URBAN,2009,3,10,4,7,19,67,0,110,36009055,3.05E-06
TAMIL NADU,NAGAPATTINAM,2009,7,36,5,31,7,25,0,111,36009055,3.08E-06
TAMIL NADU,NAMAKKAL,2009,14,28,1,39,17,16,0,115,36009055,3.19E-06
TAMIL NADU,NILGIRIS,2009,3,5,0,11,0,4,0,23,36009055,6.39E-07
TAMIL NADU,PERAMBALUR,2009,11,11,4,14,3,2,0,45,36009055,1.25E-06
TAMIL NADU,PUDUKOTTAI,2009,5,22,4,21,1,18,0,71,36009055,1.97E-06
TAMIL NADU,RAMNATHAPURAM,2009,10,52,1,22,2,23,0,110,36009055,3.05E-06
TAMIL NADU,SALEM RURAL,2009,32,81,3,90,0,50,0,256,36009055,7.11E-06
TAMIL NADU,SALEM URBAN,2009,20,19,3,13,7,40,0,102,36009055,2.83E-06
TAMIL NADU,SIVAGANGAI,2009,5,23,1,11,9,30,0,79,36009055,2.19E-06
TAMIL NADU,THANJAVUR,2009,5,36,8,60,3,17,0,129,36009055,3.58E-06
TAMIL NADU,THENI,2009,9,40,7,50,29,66,0,201,36009055,5.58E-06
TAMIL NADU,THIRUNELVELI RURAL,2009,44,55,5,91,0,65,0,260,36009055,7.22E-06
